#Date, time, sensornum, avgWatts
2015 01 31, 22:10, 1, 240.9306807
2015 01 31, 22:10, 1, 240.750665555
2015 01 31, 22:10, 1, 240.564143752
2015 01 31, 22:10, 1, 240.424416132
2015 01 31, 22:10, 1, 240.237356997
2015 01 31, 22:10, 1, 240.083816125
2015 01 31, 22:10, 1, 239.915683481
2015 01 31, 22:10, 1, 239.593548651
2015 01 31, 22:10, 1, 239.440537317
2015 01 31, 22:10, 1, 239.268273597
2015 01 31, 22:10, 1, 239.088041254
2015 01 31, 22:10, 1, 238.92617789
2015 01 31, 22:10, 1, 238.737717848
2015 01 31, 22:10, 1, 238.617146534
2015 01 31, 22:10, 1, 238.46647548
2015 01 31, 22:10, 1, 238.313124528
2015 01 31, 22:10, 1, 238.127448996
2015 01 31, 22:10, 1, 237.803090023
2015 01 31, 22:10, 1, 237.662352072
